sgRNA	Gene	pDNA_CP1704	AR2466_BM	AR2466_SP	AR2467_BM	AR2467_SP	AR2468_BM	AR2468_SP	AR2469_BM	AR2469_SP	AR2473_BM	AR2473_SP	AR2474_BM	AR2474_SP	AR2475_BM	AR2475_SP	AR2476_BM	AR2476_SP	AR2480_BM	AR2480_SP	AR2481_BM	AR2481_SP	AR2482_BM	AR2482_SP	AR2483_BM	AR2483_SP	ahEGFRv3_1to10rep1	ahEGFRv3_1to10rep2	ahEGFRv3_1to10rep3	ahEGFRv3_1to2rep1	ahEGFRv3_1to2rep2	ahEGFRv3_1to2rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3	NoCAR_T_rep1	NoCAR_T_rep2	NoCAR_T_rep3	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	Input2_ACT_rep1	Input2_ACT_rep2	Input2_ACT_rep3
BRDN0007693652	Zfp983	594.3171549	1881.941087	1026.514818	1573.79889	1503.357568	947.5247869	740.1284515	749.9639725	824.8170112	2847.782404	1368.149955	1681.524635	1254.489873	554.8736183	2201.284627	1434.053359	1567.700616	798.085859	1220.233258	3253.142335	911.4742481	1350.998348	964.5489592	1710.761831	1445.86058	929.0937043	1009.909645	927.6140892	838.5724486	970.3674878	947.3834729	1038.228228	977.1209472	1086.18511	978.0077749	973.4660901	956.9959907	1045.582758	1014.28686	1053.655313	712.0402494	708.0719881	734.805682	867.5804795	883.8798895	868.5737639
BRDN0007693651	Zfp973	387.3476461	304.9627348	271.7905754	67.83615906	255.9673558	268.4653563	274.9379984	51.30046717	145.1569411	106.9522686	212.336873	369.6455017	641.5780635	16.18381387	381.1748271	89.85601066	328.0297823	158.9408279	982.0965683	870.9051198	407.0105133	79.55117178	548.3587377	103.6417474	93.15068164	217.5725763	224.6289457	232.8093954	163.2863844	145.8468168	189.2920194	194.3953778	225.0086616	228.721775	239.2180117	201.9323005	243.9036474	197.8540882	188.3941627	176.3374561	265.5795285	293.4383668	301.0257826	260.8827781	249.8589535	251.823076
BRDN0007693650	Zfp973	475.394632	72.22801615	44.92406206	175.1406288	85.32245192	297.1782286	138.0490372	58.62910534	241.4760329	330.8390174	422.484706	95.67295338	218.4095535	13.87184046	0	431.0659971	237.4694129	43.96235664	159.9166094	90.6799257	49.68203449	135.7856208	139.1987565	47.10988519	119.4758743	178.3703103	153.7419423	164.8689104	154.0611649	117.6497656	127.4258472	160.3979799	133.3384661	120.6872345	174.850113	171.4519533	188.9787803	172.2852522	141.8387683	186.6368119	245.4816183	253.8502321	247.4583319	150.4986546	158.889396	169.2251071
BRDN0007693649	Zfp973	419.4050218	163.1818143	494.1646826	140.605857	147.812135	100.4950532	107.8870627	86.72221832	94.96248485	24.24251421	140.0985554	127.5639378	682.5298548	541.0017779	133.4111895	428.6374562	205.2701705	25.36289806	156.4401613	1239.292318	322.9332242	234.5387996	448.5293265	69.99182942	70.87551864	127.4073645	172.154151	173.9276417	209.4124817	182.7946771	211.4530364	204.8561156	201.049406	193.6835456	197.9072708	257.1779299	199.2190097	101.0577804	98.38706686	102.6814567	263.426181	240.6541872	254.7365181	211.0854292	195.4616167	189.3709532
BRDN0007693648	Zfp973	552.2141499	508.2712247	592.9976191	323.1467941	471.0760726	1355.247574	740.1284515	675.4561511	571.131516	711.5890935	534.1257423	832.0647764	817.670766	1056.571848	552.7034994	482.0653545	657.0657909	2392.566717	1046.410857	1380.979702	770.0715345	422.4441536	795.8231937	185.7475473	321.9773561	704.6607314	649.0303553	746.4394624	500.9294165	570.7472098	559.565677	604.1076089	623.9823533	658.9133688	630.2289787	568.6489783	604.1735389	508.3328112	482.6242554	507.1652498	555.9225536	611.1852374	661.1504373	639.6192821	668.7491793	582.2149518
BRDN0007693647	Zfp973	590.6239088	1247.939612	1290.443683	1043.443465	932.5383477	1033.663404	1272.603309	1173.803546	714.9318502	1323.35607	1254.319879	495.7598493	1875.592041	1075.067635	1286.465042	1024.84423	975.0333099	1366.214776	2470.016325	1107.05076	1077.717979	4186.037522	1344.181931	884.3198448	824.181031	972.2161969	958.3554609	902.2496415	950.197604	996.6199148	991.7055067	836.8590253	810.4478645	829.2380949	863.682701	879.1675159	946.7557613	821.8554433	741.7826176	790.865688	760.1316776	730.6441701	714.717888	829.12586	785.2270924	811.8775971
BRDN0007693646	Zfp973	371.0973634	302.2876231	378.4852228	416.884032	456.6553765	330.1980318	403.7064281	1365.569579	581.9843714	155.437297	394.027187	311.6618936	270.2818225	235.8212878	600.3503528	369.1382059	352.1792141	328.0268149	236.398466	736.7743963	517.8396671	240.0250873	253.0886482	589.5465632	348.3025487	479.2477019	465.8288791	494.6067312	423.437573	432.6788898	397.9749287	430.6337068	448.9756164	458.4168342	448.6538614	455.300187	432.8824277	458.7170937	457.4843424	524.0187412	404.1115529	396.2286113	363.0359292	456.7523507	415.8169299	413.8532381
BRDN0007693645	Zfp968	583.0896869	2297.920958	676.1071339	762.2317509	1022.667698	644.6039838	632.2413888	393.3035817	751.5602372	2238.867489	921.5858095	560.9914085	712.5611684	409.2192935	905.2902145	936.2024894	1014.276137	1097.368056	1204.589242	797.2276801	603.8278038	923.0679071	1134.680773	506.0947666	1316.259632	657.6180122	669.2837849	651.3227833	597.7942208	635.8921213	572.4929368	577.0840362	490.6438871	491.5084952	689.7933029	742.0059532	714.9542032	446.8458484	404.7215621	430.3882335	658.9243437	619.1723172	648.0497021	626.8932929	656.4559958	687.2611492
BRDN0007693644	Zfp968	438.1667118	139.1058089	232.4820211	402.0834155	251.1604571	147.8712925	91.64599948	10.99295725	99.03230562	42.78090742	218.9039928	307.313123	162.4421054	393.0354796	0	172.4263988	72.44829547	69.3252547	292.0216345	30.2266419	177.7088157	193.3916418	226.3737353	60.56985238	81.00059273	250.8945024	243.9617648	232.8093954	229.7079645	253.7734612	243.771186	254.5446202	265.6352255	282.2524032	235.3751521	260.0354624	251.3510871	245.0346785	226.8799554	243.7514216	316.1831954	309.7597908	316.4555374	218.5550315	236.6437813	244.9159288
BRDN0007693643	Zfp968	469.780898	386.553642	263.9288646	558.7232737	664.5537452	673.3168561	339.9022512	152.6799618	287.6006684	407.8446508	825.2680527	595.7815733	421.8034503	2164.007111	247.7636376	189.4261846	164.0148911	120.0510508	293.7598585	43.45079773	189.1739005	227.6809399	386.6632125	122.4857015	202.5014818	513.5496846	496.2090234	500.04197	530.4501187	577.5533945	536.4812844	550.0604635	509.3946089	557.6918174	531.2753433	557.2188481	539.0084423	481.8508025	481.6931475	456.6047756	563.1003787	477.835731	515.5867127	516.7858213	496.3372815	538.469686
BRDN0007693642	Zfp968	565.5098357	268.8487268	459.3485345	478.5532675	342.4915323	265.594069	426.9079469	493.4616366	345.9347662	517.6489798	888.7502106	556.6426378	659.3238397	143.3423514	76.23496543	224.6400266	452.8018467	42.27149677	380.6710592	1006.925008	347.7742414	260.5986662	343.0757231	555.8966452	374.6277414	286.1765418	289.9922864	269.0443208	304.4322421	296.5551942	301.9438554	268.4922706	272.9271729	272.5195617	283.4108974	300.993429	337.9275726	359.1812678	309.4381882	320.5284379	371.0935574	333.7210302	321.1135766	262.8193417	246.7856576	262.4715947
BRDN0007693641	Zfp968	528.5773751	306.3002907	295.375708	617.9257398	322.0622129	409.1584307	232.0151886	367.6533481	260.4685299	379.3240458	247.3615118	218.8881206	200.6637773	0	76.23496543	829.3466929	219.3573391	1181.91105	662.2633496	56.67495356	95.54237401	57.60602095	206.6890627	106.3337408	143.7760521	245.0141625	243.0411543	243.679873	332.1079004	324.7522454	324.1048723	377.4582895	345.8466465	349.4090095	209.4358496	284.8007446	250.4201571	261.1673964	261.6413166	246.8724385	437.1295483	379.2126586	378.1745566	302.3805689	265.5327624	280.0272605
BRDN0007693640	Zfp968	542.4639803	1193.099822	462.7178392	386.0494143	467.4708985	736.4851752	359.6235423	767.0641282	401.5556502	665.9561256	129.1533557	218.8881206	588.3407348	108.6627503	285.8811204	694.562677	361.235251	8.454299354	83.43475271	1974.177549	1482.817645	1123.317408	478.0563355	399.7610257	706.7301715	322.4386379	354.4350167	378.65497	392.0718269	367.5339783	424.7528241	377.4582895	378.1395563	390.2869437	382.3645328	393.3869816	339.7894325	336.9607317	337.0610556	355.1717257	527.9290358	453.1799629	506.5617617	441.813146	406.5970424	431.408904
BRDN0007693639	Zfp967	504.6451407	829.2846298	530.1039323	610.5254315	594.8537141	370.396053	582.3581233	850.1220274	649.8147177	857.0441787	334.9231089	729.143872	375.3914201	3750.02087	476.4685339	195.4975367	287.7807292	769.3412412	464.1058119	245.5914654	322.9332242	1073.940819	648.188149	158.8276129	85.05062236	459.6465689	409.6716427	466.524664	452.9582753	435.5958262	415.5190671	492.5264055	505.2277818	535.3062819	444.8110017	414.3422204	448.7082369	462.0653937	441.9658776	498.4264024	456.1507848	470.5431799	465.8039188	437.386715	430.5687501	469.1104159
BRDN0007693638	Zfp967	400.7910617	74.90312786	57.27817912	72.7696979	75.70865452	96.1881223	149.6497966	28.09311298	82.75302251	108.3782988	19.70135935	42.03811588	32.76143303	55.48736183	0	3.642811243	50.3113163	15.21773884	53.88494446	75.56660475	328.6657666	68.57859637	53.42982573	21.53594751	60.75044454	107.8062315	96.66409548	110.5165223	103.3224579	99.17583543	88.64406764	88.91627144	84.3782481	94.40856245	131.6179422	92.39355259	100.5404348	59.35622646	58.34942766	58.05091474	209.2336015	161.8251822	205.8271066	91.84844362	109.1020031	85.18814915
BRDN0007693637	Zfp967	395.3250575	307.6378466	275.1598801	230.6429408	336.482909	222.5247605	525.5144021	97.71517557	415.1217195	824.245483	328.3559891	1796.042261	1141.189917	270.5008889	457.4097926	111.7128781	538.3310844	284.0644583	486.7027241	285.2639329	259.8752573	326.4341187	331.8273387	635.3104516	589.2793121	412.6038497	425.3220201	357.8198879	376.3889538	367.5339783	339.8022593	430.6337068	403.1405187	398.0732169	461.1431552	427.6773723	445.915447	526.9006564	509.0056456	507.1652498	415.9549643	375.7400153	412.8187231	373.7567691	379.8593684	374.7127371
BRDN0007693636	Zfp967	536.8502463	26.75111709	177.4500451	59.20246609	203.0914701	384.7524892	148.4897207	266.2738534	175.0022935	131.1947828	295.5203902	98.57213379	94.18911996	9.247893639	19.05874136	282.9250065	117.7284801	40.5806369	88.64942475	239.9239701	49.68203449	704.9879706	91.39312295	6.729983598	113.4008298	110.7464015	145.4564484	138.5985895	151.2935991	142.9298805	170.8245054	140.3482324	143.7555338	157.6720321	146.0286658	129.5414758	128.4683334	146.4120253	118.2507018	144.1909818	286.3952213	302.1199753	293.7475963	138.6026212	148.4401901	154.5474192
BRDN0007693635	Zfp967	492.6790235	837.309965	1046.730646	1107.57947	334.0794596	1284.901037	725.0474642	491.0187572	826.1736182	837.0797553	540.6928621	221.787301	425.8986294	1038.076061	762.3496543	592.5639622	471.9201469	1389.886814	375.4563872	266.3722818	301.9139019	1970.94886	632.7216205	559.9346353	552.8290454	368.5013004	443.7342288	430.2897386	452.9582753	464.7651895	472.7683608	523.908619	539.6041051	468.1496756	514.9431899	463.8727846	519.4589133	628.5672187	639.9814885	607.0377913	479.8376076	464.9869505	447.1717621	383.7162389	428.7247726	410.9752601
BRDN0007693634	Zfp967	603.4764051	457.4441023	172.9576389	182.5409371	188.670774	581.4356647	377.0246814	52.52190687	225.1967498	1105.173442	682.9804574	966.8766652	556.9443615	328.3002242	419.2923099	250.1397053	164.0148911	187.6854457	265.9482743	24.55914654	170.0654257	38.40401397	171.5378615	722.8002384	206.5515115	227.3731428	278.9449612	250.020985	210.3350036	232.3825948	225.3036719	203.9843874	220.8418345	212.1759445	195.025126	199.0747679	211.3210991	139.1066435	139.3558139	156.9871512	408.4182479	389.2833245	353.137596	243.7303579	254.4688973	267.9397529
BRDN0007693633	Zfp966	600.8172679	1213.16316	801.8945077	742.4975955	755.8848205	913.0693401	672.8440468	1255.640006	668.8072147	570.412099	952.2323685	1965.644315	881.8285724	1641.501121	1486.581826	462.6370278	837.1803032	2248.843628	618.8077492	1256.294804	930.5827229	1544.38999	1048.911842	1141.405218	1281.83438	664.4784087	622.3326528	590.6292834	696.504069	625.196688	641.7461147	556.1625606	567.7301878	611.2224455	617.7396849	660.09002	688.8881645	596.9105645	578.8387372	620.458164	562.3825962	594.8638134	637.8602414	680.8404209	614.9665017	658.7691669
BRDN0007693632	Zfp966	511.883903	765.0819488	888.3733271	1973.415536	728.245153	1006.386175	761.0098185	837.9076305	719.001671	1778.259719	1278.399318	1977.241037	791.7346316	5823.861019	1305.523783	1091.629102	647.0035276	2223.48073	606.6401811	137.9090537	685.9942454	817.4568687	1210.607367	378.2250782	627.7545936	660.5581821	664.6807327	678.4989774	642.0752742	615.4735669	604.8110865	730.5081908	763.57106	794.1998656	682.1075837	717.2406711	647.9272466	670.8775544	720.0567669	692.5536549	600.066178	616.0469381	568.5719084	692.4598024	661.9879284	691.2903184
BRDN0007693631	Zfp966	423.3937275	1332.205631	399.8241523	164.0401664	324.4656622	189.5049574	307.4201248	277.2668107	233.3363913	176.8277507	80.99447732	272.5229581	267.5517031	3405.536832	590.8209821	166.3550468	284.7620503	23.67203819	264.2100502	7.556660475	17.19762732	3076.435833	427.4386058	74.02981958	85.05062236	232.2734261	229.2319978	221.0330447	209.4124817	246.9672765	223.4569205	292.0289307	235.4257293	283.2256873	212.3179944	249.5578431	233.663418	281.5615871	247.9850676	250.9297605	330.8977369	342.749903	328.9740177	281.9083255	263.9961144	267.6519551
BRDN0007693630	Zfp966	513.0657417	205.9836016	202.1582792	346.5811035	230.7311376	513.9604147	526.674478	1137.160356	945.5550277	355.0815316	291.1423104	553.7434574	255.2661657	547.9376981	161.9993015	592.5639622	718.4455968	536.002579	439.7706757	211.5864933	397.4562759	1023.192658	849.2530195	317.6552258	407.0279784	569.4129137	601.1586128	632.2994475	579.3437819	490.0453045	614.0448436	577.0840362	577.1055487	622.9018553	588.9182377	652.4699332	591.1405196	541.5114199	576.9765214	588.9358931	492.0399103	477.1412024	440.4758308	440.7065382	498.4885886	510.2655015
BRDN0007693629	Zfp966	553.2482588	157.8315908	223.4972087	159.1066276	182.6621506	229.7029786	178.6516952	295.5884061	188.5683628	252.4073538	133.5314356	255.1278757	1001.953827	64.73525547	323.9986031	111.7128781	165.0211175	82.85213367	213.8015538	264.4831166	502.5528873	82.29431564	338.857579	240.9334128	265.2769412	249.9144458	188.7251388	204.7273283	252.7710131	238.2164674	186.5218923	270.2357269	250.009624	242.3477531	210.3965645	189.5496594	189.9097102	212.4648516	226.8799554	208.7960321	430.3106145	377.476337	365.6560763	244.8369657	228.3458824	228.5114541
BRDN0007693628	Zfp966	387.0521864	579.161685	186.4348575	101.1375462	347.298431	722.1287391	284.218606	122.1439695	236.0496052	7.130151237	466.2655046	14.49590203	316.6938526	71.6711757	66.70559475	239.2112716	469.9076942	1474.429807	302.4509786	7.556660475	191.084748	154.9876278	531.4861612	189.7855375	117.4508595	201.8916699	239.3587126	217.4095522	229.7079645	225.57641	207.7595335	212.7016689	265.6352255	234.5614799	286.2930422	294.3258531	285.7954953	138.8022526	194.6015486	166.3502019	321.9254555	358.7240626	374.0987723	305.4237402	343.2871476	333.5576516
BRDN0007693627	Zfp965	531.0887825	797.1832893	688.461251	468.6861899	598.4588881	877.1782497	519.7140224	649.8059175	729.8545264	724.4233657	363.380628	503.0078003	528.2781076	1088.939476	781.4083957	1587.051431	631.9101327	4935.619963	1373.196972	1020.149164	1041.411877	496.5090377	1068.596515	955.6576709	607.5044454	604.6949531	625.0944841	618.7113505	586.7239574	635.8921213	654.6733746	565.7515702	553.1462931	599.5430358	602.3682464	534.3585876	637.6870172	455.9775756	504.9708447	499.0506058	587.504984	617.7832598	572.9388202	683.3302884	656.4559958	648.1206482
BRDN0007693626	Zfp965	540.9866819	642.0268102	801.8945077	80.17000616	317.2553142	123.465351	150.8098726	837.9076305	401.5556502	634.5834601	1258.697958	2606.363185	419.0733308	295.9325964	285.8811204	220.9972154	333.0609139	182.612866	146.0108172	262.5939515	149.0461035	113.84047	172.9439096	314.9632324	378.677771	385.1622635	333.2609768	384.9960819	421.5925292	383.0909721	408.1320614	387.0472992	390.6400375	354.2754302	349.700226	370.5267212	365.8554712	436.8009486	430.4822137	464.0952163	431.7461795	454.221756	442.2225955	373.4801171	391.5378926	358.3082625
BRDN0007693625	Zfp965	526.2136977	425.3427618	660.3837122	1126.08024	644.1244257	1475.841638	785.3714133	315.1314412	387.9895809	2425.677451	359.0025481	1003.11642	374.0263604	399.9713999	295.410491	208.8545113	329.0360086	282.3735984	267.6864983	2444.579664	485.35526	1445.636811	693.1816864	1181.78512	1455.985654	610.575293	569.8578581	612.3702386	603.3293524	624.2243759	632.5123576	760.146948	761.4876465	719.2569861	684.0290135	723.9082471	719.608853	725.0591355	701.4346092	674.1396551	517.8800806	531.3144393	535.6745067	528.9585066	535.3681389	525.5187849
BRDN0007693624	Zfp965	407.1434449	1647.868813	572.7817912	303.4126387	545.5830024	300.0495158	438.5087064	206.4233084	322.8724485	286.6320797	1589.242987	588.5336223	485.9612566	71.6711757	752.8202836	633.8491563	819.0682293	1673.951272	858.6826633	525.187903	699.3701778	466.3344553	319.1729063	526.2847174	745.2054531	357.7206773	430.8456827	436.6308506	525.837509	538.6609101	506.0098861	488.1677648	459.3926841	494.4283477	492.8467471	440.0600134	473.8433456	490.0693569	463.3813591	506.5410464	384.3725338	395.1868183	354.8843607	492.9937546	457.6137536	446.6621874
BRDN0007693623	Zfp965	563.7370776	650.0521453	648.0295952	525.4218865	611.6778595	808.2673561	451.2695417	1089.524208	858.7321844	1210.69968	969.7446879	1814.886934	1049.730917	425.4031074	838.5846197	505.1364923	823.0931347	2918.424137	702.242502	1392.314693	1039.501029	1008.105367	1195.140839	633.9644549	625.7295788	778.1649802	849.7234298	770.898037	819.1994877	824.520671	828.268007	919.6731997	967.7455863	946.0321928	838.7041134	802.0141369	861.1102057	1364.584427	1385.178168	1345.782497	662.154365	616.7414668	586.0395554	737.0007645	699.4821379	755.7570259
BRDN0007693622	Zfp965	529.3160244	185.9202638	115.6794598	1039.743311	221.1173402	436.4356594	192.5726065	580.1838549	430.0443957	828.5235738	72.23831761	434.8770608	230.6950909	344.484038	133.4111895	276.8536545	442.7395834	245.1746813	298.9745305	315.4905748	502.5528873	113.84047	143.4169006	310.9252422	289.577119	268.5355221	245.8029856	232.8093954	294.2845007	265.4412066	304.7139825	264.1336299	275.0105864	296.8516654	232.4930074	270.5130818	220.6303986	226.4668333	205.7748433	206.2992185	425.2861369	365.6693494	386.0349977	325.3426798	297.1877097	317.7287725
